user_id,signup_date,country,persona,acquisition_channel
U23706,2024-02-19,USA,team,organic
U23707,2024-01-18,India,student,paid_ads
U23708,2024-02-14,India,hobbyist,organic
U23709,2024-02-09,Germany,team,organic
U23710,2024-01-26,India,team,email
U23711,2024-02-01,USA,student,referral
U23712,2024-02-13,India,team,email
U23713,2024-02-26,USA,student,paid_ads
U23714,2024-02-24,UK,student,organic
U23715,2024-02-25,USA,student,organic
U23716,2024-02-22,India,professional,referral
U23717,2024-02-02,UK,hobbyist,paid_ads
U23718,2024-02-21,UK,professional,referral
U23719,2024-01-31,UK,team,referral
U23720,2024-01-18,USA,student,organic
U23721,2024-02-04,India,hobbyist,referral
U23722,2024-01-12,USA,professional,organic
U23723,2024-02-20,USA,professional,email
U23724,2024-01-25,UK,student,organic
U23725,2024-02-14,India,professional,paid_ads
U23726,2024-01-31,UK,hobbyist,organic
U23727,2024-01-10,India,hobbyist,organic
U23728,2024-02-16,USA,professional,paid_ads
U23729,2024-02-21,India,student,organic
U23730,2024-02-03,USA,hobbyist,organic
U23731,2024-02-20,Germany,team,organic
U23732,2024-01-03,USA,team,paid_ads
U23733,2024-02-15,India,student,organic
U23734,2024-02-08,USA,hobbyist,paid_ads
U23735,2024-01-08,India,team,paid_ads
U23736,2024-02-01,India,professional,organic
U23737,2024-02-12,Germany,student,organic
U23738,2024-01-29,USA,student,referral
U23739,2024-01-22,USA,hobbyist,email
U23740,2024-01-20,UK,student,organic
U23741,2024-01-06,Germany,team,referral
U23742,2024-02-12,USA,professional,paid_ads
U23743,2024-02-18,Germany,team,email
U23744,2024-01-29,USA,professional,email
U23745,2024-02-11,India,professional,email
U23746,2024-02-25,India,hobbyist,paid_ads
U23747,2024-01-17,Germany,student,paid_ads
U23748,2024-01-31,USA,hobbyist,paid_ads
U23749,2024-02-22,USA,professional,organic
U23750,2024-02-03,India,student,paid_ads
U23751,2024-02-07,USA,student,organic
U23752,2024-02-26,India,student,organic
U23753,2024-02-06,UK,hobbyist,organic
U23754,2024-01-04,UK,professional,paid_ads
U23755,2024-01-02,USA,student,paid_ads
U23756,2024-01-12,USA,team,email
U23757,2024-02-04,India,hobbyist,paid_ads
U23758,2024-01-06,India,student,referral
U23759,2024-02-25,India,professional,email
U23760,2024-02-15,India,team,organic
U23761,2024-01-08,UK,professional,email
U23762,2024-01-21,UK,team,organic
U23763,2024-02-22,India,team,organic
U23764,2024-02-27,India,student,organic
U23765,2024-02-15,UK,hobbyist,email
U23766,2024-02-04,India,hobbyist,referral
U23767,2024-02-17,USA,hobbyist,referral
U23768,2024-01-15,India,hobbyist,organic
U23769,2024-01-07,UK,hobbyist,organic
U23770,2024-01-15,USA,student,paid_ads
U23771,2024-02-14,USA,student,email
U23772,2024-01-06,USA,hobbyist,email
U23773,2024-02-16,USA,professional,email
U23774,2024-01-17,India,student,paid_ads
U23775,2024-01-04,USA,team,email
U23776,2024-01-22,Germany,student,email
U23777,2024-02-01,USA,professional,organic
U23778,2024-02-28,Germany,professional,email
U23779,2024-01-22,USA,team,paid_ads
U23780,2024-01-27,India,hobbyist,organic
U23781,2024-02-15,USA,student,organic
U23782,2024-01-15,UK,student,paid_ads
U23783,2024-02-29,UK,student,paid_ads
U23784,2024-02-13,USA,team,email
U23785,2024-02-20,USA,hobbyist,email
U23786,2024-01-22,USA,student,email
U23787,2024-01-28,USA,student,email
U23788,2024-02-11,USA,hobbyist,email
U23789,2024-02-07,USA,student,organic
U23790,2024-02-29,UK,team,organic
U23791,2024-02-26,UK,professional,paid_ads
U23792,2024-01-09,India,hobbyist,paid_ads
U23793,2024-02-03,Germany,hobbyist,organic
U23794,2024-02-05,USA,hobbyist,email
U23795,2024-01-09,USA,student,paid_ads
U23796,2024-01-15,USA,student,organic
U23797,2024-02-14,USA,professional,paid_ads
U23798,2024-01-20,UK,hobbyist,organic
U23799,2024-01-08,UK,hobbyist,organic
U23800,2024-02-27,USA,student,email
U23801,2024-01-28,India,student,referral
U23802,2024-02-20,USA,team,email
U23803,2024-01-19,USA,student,paid_ads
U23804,2024-02-26,USA,student,email
U23805,2024-01-16,India,hobbyist,email
U23806,2024-01-11,India,student,paid_ads
U23807,2024-02-11,USA,hobbyist,paid_ads
U23808,2024-01-08,UK,team,paid_ads
U23809,2024-02-02,India,team,organic
U23810,2024-01-10,India,student,organic
U23811,2024-01-18,India,professional,organic
U23812,2024-02-04,USA,professional,organic
U23813,2024-02-12,USA,hobbyist,paid_ads
U23814,2024-02-19,Germany,hobbyist,paid_ads
U23815,2024-01-03,UK,student,organic
U23816,2024-02-09,India,student,paid_ads
U23817,2024-01-27,India,hobbyist,organic
U23818,2024-02-28,India,professional,organic
U23819,2024-01-28,India,student,paid_ads
U23820,2024-02-15,India,team,organic
U23821,2024-01-06,USA,student,paid_ads
U23822,2024-02-16,UK,student,paid_ads
U23823,2024-01-14,India,team,paid_ads
U23824,2024-01-07,Germany,professional,email
U23825,2024-01-10,UK,professional,organic
U23826,2024-01-15,India,professional,organic
U23827,2024-01-31,UK,team,email
U23828,2024-01-29,Germany,professional,paid_ads
U23829,2024-02-11,India,student,organic
U23830,2024-02-23,India,professional,paid_ads
U23831,2024-01-17,India,hobbyist,paid_ads
U23832,2024-02-28,Germany,professional,organic
U23833,2024-02-20,UK,professional,organic
U23834,2024-01-29,India,professional,email
U23835,2024-02-18,USA,team,organic
U23836,2024-02-13,India,hobbyist,paid_ads
U23837,2024-01-15,USA,hobbyist,organic
U23838,2024-01-26,USA,team,organic
U23839,2024-01-12,India,student,paid_ads
U23840,2024-01-25,USA,student,email
U23841,2024-02-10,UK,professional,email
U23842,2024-01-05,India,student,organic
U23843,2024-01-04,India,team,email
U23844,2024-02-13,USA,student,organic
U23845,2024-02-17,UK,professional,organic
U23846,2024-02-10,USA,student,referral
U23847,2024-02-26,India,student,paid_ads
U23848,2024-01-31,USA,student,paid_ads
U23849,2024-01-03,India,team,organic
U23850,2024-02-22,UK,professional,organic
U23851,2024-01-03,India,student,paid_ads
U23852,2024-01-26,USA,student,email
U23853,2024-02-19,USA,student,referral
U23854,2024-01-17,India,student,paid_ads
U23855,2024-02-29,USA,team,email
U23856,2024-01-10,USA,hobbyist,organic
U23857,2024-01-02,USA,professional,referral
U23858,2024-01-24,USA,hobbyist,email
U23859,2024-01-11,India,hobbyist,organic
U23860,2024-01-24,USA,student,paid_ads
U23861,2024-02-04,India,student,email
U23862,2024-01-23,India,hobbyist,email
U23863,2024-02-01,USA,student,referral
U23864,2024-01-23,Germany,team,paid_ads
U23865,2024-02-03,USA,student,organic
U23866,2024-02-10,USA,student,paid_ads
U23867,2024-01-19,India,student,paid_ads
U23868,2024-01-02,India,student,organic
U23869,2024-02-29,UK,hobbyist,organic
U23870,2024-02-20,USA,student,email
U23871,2024-01-02,USA,hobbyist,paid_ads
U23872,2024-01-15,UK,student,organic
U23873,2024-02-25,UK,team,referral
U23874,2024-01-21,USA,hobbyist,organic
U23875,2024-02-04,India,professional,organic
U23876,2024-01-05,USA,professional,organic
U23877,2024-02-12,Germany,team,paid_ads
U23878,2024-01-27,Germany,hobbyist,paid_ads
U23879,2024-01-24,Germany,professional,referral
U23880,2024-01-07,USA,student,organic
U23881,2024-01-06,Germany,hobbyist,organic
U23882,2024-02-15,USA,professional,paid_ads
U23883,2024-02-02,India,professional,referral
U23884,2024-02-27,India,student,organic
U23885,2024-02-18,USA,professional,referral
U23886,2024-01-17,USA,professional,organic
U23887,2024-02-15,India,professional,email
U23888,2024-02-11,USA,hobbyist,paid_ads
U23889,2024-01-30,Germany,hobbyist,organic
U23890,2024-01-08,India,student,referral
U23891,2024-02-09,Germany,hobbyist,paid_ads
U23892,2024-02-15,USA,professional,organic
U23893,2024-01-07,USA,team,paid_ads
U23894,2024-01-06,UK,student,paid_ads
U23895,2024-01-04,India,student,organic
U23896,2024-01-01,USA,professional,organic
U23897,2024-01-15,Germany,student,organic
U23898,2024-01-31,Germany,student,email
U23899,2024-01-25,India,professional,organic
U23900,2024-02-16,Germany,hobbyist,paid_ads
U23901,2024-02-02,India,hobbyist,paid_ads
U23902,2024-02-21,India,professional,email
U23903,2024-02-04,UK,professional,referral
U23904,2024-02-24,USA,hobbyist,paid_ads
U23905,2024-01-05,India,student,email
U23906,2024-01-05,India,professional,paid_ads
U23907,2024-02-05,India,professional,organic
U23908,2024-01-17,USA,team,email
U23909,2024-02-22,India,professional,paid_ads
U23910,2024-02-21,UK,student,organic
U23911,2024-01-14,Germany,student,organic
U23912,2024-02-27,India,student,paid_ads
U23913,2024-01-29,UK,hobbyist,email
U23914,2024-01-08,India,student,paid_ads
U23915,2024-02-03,UK,hobbyist,organic
U23916,2024-02-09,USA,student,referral
U23917,2024-01-01,UK,team,organic
U23918,2024-01-29,India,hobbyist,email
U23919,2024-02-05,India,team,referral
U23920,2024-02-20,Germany,professional,paid_ads
U23921,2024-02-06,USA,professional,organic
U23922,2024-01-29,USA,student,organic
U23923,2024-01-05,India,professional,organic
U23924,2024-02-22,USA,professional,organic
U23925,2024-02-01,India,team,organic
U23926,2024-02-29,USA,professional,organic
U23927,2024-02-21,India,team,email
U23928,2024-01-24,USA,professional,organic
U23929,2024-01-19,USA,team,email
U23930,2024-01-12,USA,student,paid_ads
U23931,2024-02-21,Germany,hobbyist,paid_ads
U23932,2024-01-01,USA,student,organic
U23933,2024-01-07,India,professional,referral
U23934,2024-01-17,India,student,organic
U23935,2024-02-03,USA,hobbyist,referral
U23936,2024-02-12,India,professional,organic
U23937,2024-01-07,India,team,organic
U23938,2024-01-17,UK,student,email
U23939,2024-02-28,USA,student,email
U23940,2024-01-03,USA,professional,organic
U23941,2024-01-29,India,team,paid_ads
U23942,2024-01-22,USA,professional,email
U23943,2024-02-07,India,hobbyist,email
U23944,2024-02-23,USA,student,organic
U23945,2024-02-12,USA,professional,paid_ads
U23946,2024-01-29,USA,student,paid_ads
U23947,2024-02-19,UK,team,organic
U23948,2024-02-19,UK,team,email
U23949,2024-02-23,USA,student,paid_ads
U23950,2024-02-11,India,hobbyist,organic
U23951,2024-01-05,India,student,organic
U23952,2024-01-30,USA,professional,paid_ads
U23953,2024-01-23,UK,student,email
U23954,2024-02-24,UK,team,organic
U23955,2024-01-21,India,student,organic
U23956,2024-02-25,UK,student,organic
U23957,2024-01-26,India,student,paid_ads
U23958,2024-02-23,USA,hobbyist,paid_ads
U23959,2024-02-16,India,hobbyist,organic
U23960,2024-01-21,USA,team,email
U23961,2024-01-20,USA,student,paid_ads
U23962,2024-01-23,India,hobbyist,email
U23963,2024-01-04,UK,professional,paid_ads
U23964,2024-01-21,Germany,professional,paid_ads
U23965,2024-01-21,India,professional,organic
U23966,2024-01-01,India,team,paid_ads
U23967,2024-01-15,India,professional,organic
U23968,2024-01-17,India,student,organic
U23969,2024-02-20,USA,professional,paid_ads
U23970,2024-01-14,USA,hobbyist,referral
U23971,2024-02-28,India,professional,organic
U23972,2024-01-19,India,student,referral
U23973,2024-02-19,UK,professional,paid_ads
U23974,2024-02-29,India,hobbyist,organic
U23975,2024-02-03,India,hobbyist,email
U23976,2024-01-06,India,student,email
U23977,2024-02-14,USA,student,referral
U23978,2024-02-18,USA,team,paid_ads
U23979,2024-01-06,USA,student,email
U23980,2024-02-22,USA,professional,organic
U23981,2024-02-23,USA,student,paid_ads
U23982,2024-01-05,USA,student,email
U23983,2024-01-07,India,hobbyist,email
U23984,2024-02-02,Germany,student,email
U23985,2024-01-13,USA,hobbyist,organic
U23986,2024-02-20,UK,team,organic
U23987,2024-02-23,India,student,organic
U23988,2024-01-01,UK,student,organic
U23989,2024-01-13,Germany,student,organic
U23990,2024-02-12,UK,hobbyist,organic
U23991,2024-01-27,UK,hobbyist,email
U23992,2024-01-07,USA,professional,paid_ads
U23993,2024-02-21,USA,student,referral
U23994,2024-01-03,India,team,organic
U23995,2024-02-27,USA,student,referral
U23996,2024-01-25,India,professional,paid_ads
U23997,2024-02-02,USA,student,organic
U23998,2024-02-09,UK,student,paid_ads
U23999,2024-01-17,USA,team,organic
U24000,2024-02-14,UK,student,email
U24001,2024-01-14,India,team,organic
U24002,2024-02-06,USA,professional,referral
U24003,2024-02-27,Germany,student,organic
U24004,2024-02-25,India,hobbyist,organic
U24005,2024-02-23,UK,professional,organic
U24006,2024-01-23,USA,professional,email
U24007,2024-02-28,USA,professional,organic
U24008,2024-01-24,Germany,team,email
U24009,2024-01-29,USA,student,organic
U24010,2024-02-07,USA,student,organic
U24011,2024-02-28,UK,student,organic
U24012,2024-02-23,India,student,email
U24013,2024-01-27,India,professional,organic
U24014,2024-02-07,USA,student,organic
U24015,2024-02-22,Germany,team,email
U24016,2024-02-09,India,team,organic
U24017,2024-02-14,India,team,paid_ads
U24018,2024-02-19,USA,student,email
U24019,2024-01-23,UK,professional,paid_ads
U24020,2024-01-31,India,student,email
U24021,2024-02-05,Germany,student,organic
U24022,2024-01-17,USA,professional,email
U24023,2024-02-06,USA,hobbyist,organic
U24024,2024-01-03,USA,hobbyist,paid_ads
U24025,2024-02-05,India,professional,paid_ads
U24026,2024-02-24,USA,student,paid_ads
U24027,2024-01-05,Germany,hobbyist,organic
U24028,2024-02-15,UK,team,paid_ads
U24029,2024-01-15,USA,hobbyist,organic
U24030,2024-02-21,USA,student,paid_ads
U24031,2024-02-18,India,student,organic
U24032,2024-01-06,India,professional,email
U24033,2024-02-28,India,student,organic
U24034,2024-01-10,India,student,organic
U24035,2024-02-23,USA,student,paid_ads
U24036,2024-02-01,USA,professional,paid_ads
U24037,2024-01-23,Germany,student,paid_ads
U24038,2024-02-17,India,professional,paid_ads
U24039,2024-01-17,India,student,organic
U24040,2024-02-15,India,professional,organic
U24041,2024-01-20,UK,student,organic
U24042,2024-02-13,UK,student,paid_ads
U24043,2024-02-10,India,student,paid_ads
U24044,2024-01-15,USA,team,referral
U24045,2024-02-13,USA,hobbyist,paid_ads
U24046,2024-02-15,UK,hobbyist,organic
U24047,2024-02-27,India,professional,organic
U24048,2024-01-22,UK,team,organic
U24049,2024-02-19,USA,professional,paid_ads
U24050,2024-02-21,USA,student,organic
U24051,2024-01-06,USA,team,organic
U24052,2024-01-04,USA,student,organic
U24053,2024-02-27,USA,student,referral
U24054,2024-01-23,USA,team,referral
U24055,2024-02-13,India,student,email
U24056,2024-02-14,Germany,professional,paid_ads
U24057,2024-01-19,USA,professional,referral
U24058,2024-02-23,USA,team,organic
U24059,2024-02-14,India,professional,organic
U24060,2024-01-31,USA,team,organic
U24061,2024-02-13,USA,team,email
U24062,2024-02-21,India,student,referral
U24063,2024-01-03,Germany,hobbyist,paid_ads
U24064,2024-01-28,India,team,paid_ads
U24065,2024-01-03,USA,hobbyist,organic
U24066,2024-01-14,UK,team,referral
U24067,2024-01-18,UK,student,paid_ads
U24068,2024-01-27,UK,hobbyist,organic
U24069,2024-02-20,UK,professional,organic
U24070,2024-02-29,UK,professional,paid_ads
U24071,2024-01-10,USA,student,paid_ads
U24072,2024-02-18,India,hobbyist,organic
U24073,2024-01-15,USA,student,organic
U24074,2024-01-19,USA,hobbyist,organic
U24075,2024-01-09,India,professional,referral
U24076,2024-01-04,India,hobbyist,email
U24077,2024-01-15,India,professional,organic
U24078,2024-02-20,UK,student,organic
U24079,2024-02-17,India,team,organic
U24080,2024-01-08,India,professional,organic
U24081,2024-02-18,UK,student,referral
U24082,2024-02-22,USA,student,organic
U24083,2024-01-01,India,professional,paid_ads
U24084,2024-01-07,UK,hobbyist,email
U24085,2024-02-22,UK,professional,email
U24086,2024-01-31,UK,professional,organic
U24087,2024-01-18,India,student,referral
U24088,2024-01-12,UK,professional,organic
U24089,2024-02-17,USA,professional,paid_ads
U24090,2024-01-30,UK,professional,organic
U24091,2024-02-02,USA,student,email
U24092,2024-02-28,USA,student,paid_ads
U24093,2024-02-16,UK,hobbyist,referral
U24094,2024-01-07,UK,student,paid_ads
U24095,2024-01-28,USA,professional,paid_ads
U24096,2024-02-18,USA,team,email
U24097,2024-01-03,USA,professional,paid_ads
U24098,2024-02-12,Germany,professional,paid_ads
U24099,2024-01-06,UK,student,email
U24100,2024-01-31,UK,team,email
U24101,2024-02-07,Germany,student,email
U24102,2024-01-15,India,student,organic
U24103,2024-01-07,India,student,organic
U24104,2024-02-12,UK,professional,email
U24105,2024-01-30,USA,student,paid_ads
U24106,2024-01-27,USA,hobbyist,paid_ads
U24107,2024-01-17,UK,professional,paid_ads
U24108,2024-02-24,USA,professional,paid_ads
U24109,2024-01-18,USA,student,email
U24110,2024-01-22,UK,hobbyist,organic
U24111,2024-02-25,UK,hobbyist,organic
U24112,2024-02-22,India,professional,paid_ads
U24113,2024-01-26,USA,student,referral
U24114,2024-02-20,USA,professional,organic
U24115,2024-01-27,India,professional,email
U24116,2024-02-09,UK,student,organic
U24117,2024-01-24,Germany,hobbyist,email
U24118,2024-02-21,India,professional,organic
U24119,2024-01-08,USA,hobbyist,referral
U24120,2024-01-21,USA,student,paid_ads
U24121,2024-01-29,USA,team,email
U24122,2024-02-12,India,hobbyist,organic
U24123,2024-01-21,USA,student,organic
U24124,2024-01-03,India,hobbyist,referral
U24125,2024-01-31,Germany,hobbyist,paid_ads
U24126,2024-02-24,UK,professional,paid_ads
U24127,2024-01-27,UK,student,organic
U24128,2024-02-15,UK,professional,organic
U24129,2024-01-27,India,team,paid_ads
U24130,2024-01-09,USA,student,organic
U24131,2024-02-26,UK,student,organic
U24132,2024-02-02,India,team,email
U24133,2024-02-02,USA,professional,paid_ads
U24134,2024-01-26,Germany,student,paid_ads
U24135,2024-01-28,Germany,professional,email
U24136,2024-02-13,USA,student,paid_ads
U24137,2024-02-12,UK,professional,paid_ads
U24138,2024-01-31,India,student,paid_ads
U24139,2024-02-22,India,team,organic
U24140,2024-01-01,USA,student,paid_ads
U24141,2024-01-20,India,professional,paid_ads
U24142,2024-01-12,UK,student,organic
U24143,2024-01-17,Germany,student,paid_ads
U24144,2024-01-15,India,team,referral
U24145,2024-02-03,UK,student,paid_ads
U24146,2024-02-19,Germany,professional,organic
U24147,2024-01-16,India,student,referral
U24148,2024-01-04,UK,team,organic
U24149,2024-01-08,India,student,email
U24150,2024-02-03,USA,professional,paid_ads
U24151,2024-02-15,India,student,referral
U24152,2024-01-25,USA,professional,paid_ads
U24153,2024-01-15,Germany,hobbyist,email
U24154,2024-01-28,USA,student,organic
U24155,2024-01-09,India,student,referral
U24156,2024-01-02,India,student,paid_ads
U24157,2024-01-17,India,student,paid_ads
U24158,2024-02-27,USA,student,paid_ads
U24159,2024-01-10,Germany,student,organic
U24160,2024-01-09,UK,hobbyist,paid_ads
U24161,2024-01-31,USA,student,referral
U24162,2024-01-02,USA,hobbyist,paid_ads
U24163,2024-01-24,USA,professional,organic
U24164,2024-01-19,India,student,referral
U24165,2024-01-17,USA,student,organic
U24166,2024-02-12,USA,team,paid_ads
U24167,2024-02-18,India,professional,email
U24168,2024-01-10,USA,team,organic
U24169,2024-02-19,UK,professional,referral
U24170,2024-02-24,USA,student,paid_ads
U24171,2024-01-28,Germany,professional,referral
U24172,2024-02-07,USA,hobbyist,paid_ads
U24173,2024-02-17,UK,professional,referral
U24174,2024-01-28,UK,hobbyist,organic
U24175,2024-02-28,Germany,hobbyist,organic
U24176,2024-02-19,USA,hobbyist,paid_ads
U24177,2024-02-21,India,hobbyist,organic
U24178,2024-02-19,UK,student,paid_ads
U24179,2024-01-01,India,hobbyist,paid_ads
U24180,2024-02-29,UK,student,paid_ads
U24181,2024-01-03,Germany,professional,email
U24182,2024-01-15,UK,student,referral
U24183,2024-02-21,UK,professional,paid_ads
U24184,2024-01-10,India,student,organic
U24185,2024-01-21,India,student,paid_ads
U24186,2024-02-06,UK,hobbyist,referral
U24187,2024-01-15,USA,student,referral
U24188,2024-01-23,UK,team,paid_ads
U24189,2024-01-14,UK,student,paid_ads
U24190,2024-01-15,UK,team,email
U24191,2024-01-10,India,hobbyist,referral
U24192,2024-02-25,USA,professional,email
U24193,2024-01-09,Germany,team,paid_ads
U24194,2024-02-13,USA,student,organic
U24195,2024-02-08,USA,student,paid_ads
U24196,2024-01-05,Germany,professional,paid_ads
U24197,2024-01-25,USA,professional,organic
U24198,2024-02-25,Germany,hobbyist,paid_ads
U24199,2024-02-11,USA,student,email
U24200,2024-02-26,USA,hobbyist,organic
U24201,2024-01-26,India,team,organic
U24202,2024-01-08,UK,student,referral
U24203,2024-01-22,India,hobbyist,organic
U24204,2024-02-21,Germany,team,paid_ads
U24205,2024-01-25,USA,professional,referral
U24206,2024-02-17,India,professional,organic
U24207,2024-01-12,USA,student,paid_ads
U24208,2024-01-09,India,hobbyist,email
U24209,2024-01-10,Germany,hobbyist,organic
U24210,2024-02-17,USA,hobbyist,paid_ads
U24211,2024-01-10,USA,professional,organic
U24212,2024-01-09,USA,student,organic
U24213,2024-01-26,UK,team,paid_ads
U24214,2024-02-04,Germany,student,referral
U24215,2024-01-27,USA,professional,organic
U24216,2024-02-29,UK,professional,paid_ads
U24217,2024-01-31,USA,professional,paid_ads
U24218,2024-01-19,UK,professional,organic
U24219,2024-02-12,India,team,organic
U24220,2024-02-07,UK,student,paid_ads
U24221,2024-01-06,USA,student,paid_ads
U24222,2024-01-15,USA,professional,organic
U24223,2024-01-29,Germany,team,organic
U24224,2024-02-16,UK,student,paid_ads
U24225,2024-02-14,USA,hobbyist,paid_ads
U24226,2024-02-23,UK,hobbyist,organic
U24227,2024-01-05,UK,team,organic
U24228,2024-01-14,India,student,organic
U24229,2024-02-22,USA,professional,paid_ads
U24230,2024-01-02,India,professional,paid_ads
U24231,2024-01-23,India,hobbyist,organic
U24232,2024-02-13,USA,student,organic
U24233,2024-02-21,UK,professional,organic
U24234,2024-02-15,UK,student,paid_ads
U24235,2024-01-19,USA,student,organic
U24236,2024-01-24,USA,student,email
U24237,2024-01-20,India,student,organic
U24238,2024-02-16,Germany,hobbyist,organic
U24239,2024-01-27,UK,student,referral
U24240,2024-02-21,Germany,hobbyist,paid_ads
U24241,2024-01-24,USA,student,organic
U24242,2024-01-17,Germany,professional,organic
U24243,2024-01-25,India,team,organic
U24244,2024-02-15,India,student,paid_ads
U24245,2024-02-24,USA,hobbyist,paid_ads
U24246,2024-01-31,India,student,referral
U24247,2024-01-28,UK,student,paid_ads
U24248,2024-02-19,USA,student,organic
U24249,2024-02-28,USA,professional,email
U24250,2024-01-28,UK,hobbyist,organic
U24251,2024-01-22,USA,student,paid_ads
U24252,2024-02-25,USA,team,organic
U24253,2024-02-28,India,student,referral
U24254,2024-01-05,India,student,paid_ads
U24255,2024-02-23,India,student,organic
U24256,2024-02-13,USA,student,email
U24257,2024-02-11,UK,student,email
U24258,2024-01-08,India,team,organic
U24259,2024-02-07,India,team,email
U24260,2024-01-28,USA,student,email
U24261,2024-02-26,USA,professional,email
U24262,2024-02-16,UK,student,organic
U24263,2024-01-12,India,professional,email
U24264,2024-02-26,USA,hobbyist,paid_ads
U24265,2024-01-25,India,student,email
U24266,2024-02-07,USA,student,paid_ads
U24267,2024-02-13,India,professional,paid_ads
U24268,2024-01-15,UK,hobbyist,email
U24269,2024-02-13,USA,hobbyist,paid_ads
U24270,2024-02-10,India,hobbyist,referral
U24271,2024-02-20,India,hobbyist,paid_ads
U24272,2024-02-22,USA,hobbyist,organic
U24273,2024-02-03,USA,hobbyist,referral
U24274,2024-02-29,USA,professional,referral
U24275,2024-02-14,India,team,organic
U24276,2024-01-13,Germany,professional,paid_ads
U24277,2024-01-08,UK,hobbyist,paid_ads
U24278,2024-02-28,UK,student,email
U24279,2024-01-13,USA,student,email
U24280,2024-02-05,USA,team,paid_ads
U24281,2024-01-06,USA,student,paid_ads
U24282,2024-02-07,UK,professional,email
U24283,2024-02-01,UK,student,email
U24284,2024-01-21,USA,hobbyist,email
U24285,2024-02-13,India,hobbyist,email
U24286,2024-02-13,India,professional,organic
U24287,2024-02-18,Germany,professional,paid_ads
U24288,2024-02-28,Germany,professional,organic
U24289,2024-01-07,USA,team,email
U24290,2024-01-26,USA,professional,paid_ads
U24291,2024-01-15,Germany,team,organic
U24292,2024-02-25,USA,student,organic
U24293,2024-02-18,India,hobbyist,organic
U24294,2024-02-11,USA,professional,email
U24295,2024-01-23,India,hobbyist,email
U24296,2024-02-21,USA,hobbyist,email
U24297,2024-02-07,USA,professional,paid_ads
U24298,2024-02-10,USA,professional,organic
U24299,2024-01-15,India,student,organic
U24300,2024-02-17,India,hobbyist,organic
U24301,2024-02-22,UK,team,email
U24302,2024-02-09,USA,professional,email
U24303,2024-01-16,USA,team,organic
U24304,2024-02-01,UK,student,email
U24305,2024-02-06,Germany,hobbyist,paid_ads
U24306,2024-01-18,USA,professional,organic
U24307,2024-01-20,USA,student,paid_ads
U24308,2024-02-15,USA,professional,organic
U24309,2024-01-02,UK,student,paid_ads
U24310,2024-02-24,UK,student,email
U24311,2024-01-23,Germany,professional,paid_ads
U24312,2024-01-30,UK,student,organic
U24313,2024-01-03,USA,hobbyist,referral
U24314,2024-02-15,USA,hobbyist,email
U24315,2024-02-08,USA,student,paid_ads
U24316,2024-02-16,Germany,team,email
U24317,2024-02-18,India,team,email
U24318,2024-01-01,Germany,professional,organic
U24319,2024-02-10,USA,hobbyist,paid_ads
U24320,2024-01-22,Germany,hobbyist,paid_ads
U24321,2024-01-29,India,team,paid_ads
U24322,2024-01-14,UK,hobbyist,paid_ads
U24323,2024-02-17,Germany,student,organic
U24324,2024-01-28,India,student,organic
U24325,2024-01-21,UK,hobbyist,referral
U24326,2024-02-14,Germany,professional,organic
U24327,2024-02-01,India,team,organic
U24328,2024-01-06,USA,hobbyist,organic
U24329,2024-02-23,USA,hobbyist,paid_ads
U24330,2024-01-01,UK,hobbyist,email
U24331,2024-01-21,USA,professional,email
U24332,2024-02-26,India,team,paid_ads
U24333,2024-01-04,India,hobbyist,email
U24334,2024-01-03,Germany,student,referral
U24335,2024-02-18,UK,student,organic
U24336,2024-01-30,USA,professional,paid_ads
U24337,2024-01-31,USA,team,organic
U24338,2024-02-03,USA,hobbyist,email
U24339,2024-01-19,USA,team,organic
U24340,2024-01-20,UK,hobbyist,paid_ads
U24341,2024-01-23,India,hobbyist,organic
U24342,2024-02-23,Germany,student,organic
U24343,2024-02-28,USA,student,referral
U24344,2024-02-09,USA,hobbyist,paid_ads
U24345,2024-01-25,USA,hobbyist,organic
U24346,2024-01-15,USA,team,organic
U24347,2024-02-07,India,student,paid_ads
U24348,2024-01-23,UK,hobbyist,organic
U24349,2024-02-21,India,team,organic
U24350,2024-01-02,USA,hobbyist,email
U24351,2024-02-26,Germany,hobbyist,paid_ads
U24352,2024-02-26,USA,student,paid_ads
U24353,2024-01-15,UK,professional,paid_ads
U24354,2024-02-21,USA,hobbyist,organic
U24355,2024-02-13,Germany,student,paid_ads
U24356,2024-02-04,USA,professional,paid_ads
U24357,2024-01-10,UK,hobbyist,organic
U24358,2024-01-14,India,hobbyist,organic
U24359,2024-01-27,India,student,organic
U24360,2024-02-23,India,team,organic
U24361,2024-01-14,India,professional,organic
U24362,2024-02-04,USA,professional,paid_ads
U24363,2024-02-02,USA,student,paid_ads
U24364,2024-02-21,USA,student,organic
U24365,2024-01-01,UK,hobbyist,referral
U24366,2024-02-03,USA,hobbyist,paid_ads
U24367,2024-01-19,India,hobbyist,paid_ads
U24368,2024-01-24,USA,professional,referral
U24369,2024-02-11,USA,hobbyist,paid_ads
U24370,2024-01-04,UK,professional,organic
U24371,2024-02-05,India,professional,organic
U24372,2024-01-13,USA,professional,paid_ads
U24373,2024-02-27,Germany,hobbyist,paid_ads
U24374,2024-02-01,UK,student,paid_ads
U24375,2024-01-09,India,student,email
U24376,2024-02-08,USA,hobbyist,paid_ads
U24377,2024-01-16,USA,professional,paid_ads
U24378,2024-02-19,India,hobbyist,email
